"","ExpertID","Prediction","PredictedValue","DaysBefore","Decision","SymbolID","TransactionID","CompanyID"
"87","1035","Buy",0.3680782,"36","Buy","S23987404",1746,"134"
"88","1035","Buy",0.3110307,"34","Buy","S23987404",8830,"134"
"89","1035","Hold",0.19087,"51","Sell","S38927421",6025,"134"
"90","1035","Buy",0.4280614,"0","Buy","S23987404",4269,"134"
"91","1035","Sell",-0.2294992,"16","Buy","S38927421",8052,"134"
"92","1035","Buy",4.223368,"11","Buy","S8402267",595,"134"
"93","1035","Buy",0.5009381,"29","Buy","S23987404",9574,"134"
"94","1035","Buy",0.5452539,"42","Sell","S23987404",5920,"134"
"95","1035","Sell",NA,"0","Hold","S1188272",4594,"134"
"96","1035","Hold",-0.002153248,"42","Buy","S7458399",2289,"134"
"97","1035","Hold",0.06145251,"29","Buy","S7458399",2289,"134"
"98","1035","Buy",0.2812691,"51","Hold","S7458399",1459,"134"
"99","1035","Buy",0.3333333,"51","Buy","S3489197",12016,"134"
"100","1035","Buy",0.5458226,"20","Sell","S23987404",1572,"134"
"101","1035","Hold",0.9142847,"20","Hold","S39831415",11850,"134"
"102","1035","Hold",0.07367642,"9","Buy","S38927421",2427,"134"
"103","1035","Hold",0.2647899,"56","Sell","S38927421",224,"134"
"104","1035","Hold",NA,"23","Hold","S38927421",3359,"134"
"105","1035","Buy",0.2256379,"55","Buy","S23987404",4840,"134"
"106","1035","Buy",0.369863,"26","Hold","S8402267",8954,"134"
"107","1035","Hold",0.106915,"42","Hold","S16029106",5659,"134"
"108","1035","Sell",-0.08703869,"15","Sell","S38927421",571,"134"
"109","1035","Sell",NA,"47","Buy","S39831415",725,"134"
"110","1035","Sell",NA,"25","Buy","S4678127",4226,"134"
"111","1035","Buy",0.0990991,"51","Sell","S23987404",4527,"134"
"112","1035","Buy",0.6263553,"17","Buy","S38927421",4344,"134"
"113","1035","Buy",0.1421041,"16","Buy","S23987404",1831,"134"
"114","1035","Hold",NA,"42","Sell","S38927421",9269,"134"
"115","1035","Hold",1.437,"35","Buy","S39831415",8157,"134"
"116","1035","Buy",0.2962527,"0","Buy","S8402267",2945,"134"
"117","1035","Buy",0.2463719,"23","Hold","S16029106",1888,"134"
"118","1035","Hold",1.20383,"24","Buy","S39831415",10875,"134"
"119","1035","Sell",-0.2243915,"60","Buy","S38927421",9928,"134"
"120","1035","Buy",1.573561,"35","Buy","S48769203",7100,"134"
"121","1035","Buy",0.5564202,"36","Buy","S7458399",12089,"134"
"122","1035","Hold",1.210746,"19","Hold","S39831415",6695,"134"
"123","1035","Buy",NA,"36","Sell","S8402267",3748,"134"
"124","1035","Hold",NA,"0","Buy","S38927421",4344,"134"
"125","1035","Sell",-0.2481203,"28","Hold","S38927421",5002,"134"
"126","1035","Hold",0.8651729,"45","Sell","S39831415",1881,"134"
"127","1035","Hold",1.066963,"24","Sell","S39831415",6497,"134"
"128","1035","Sell",-0.05561385,"26","Hold","S38927421",8758,"134"
"129","1035","Hold",1.132287,"22","Buy","S39831415",10875,"134"
"130","1035","Buy",NA,"28","Buy","S23987404",7440,"134"
"131","1035","Buy",0.460116,"27","Hold","S1188272",5123,"134"
"132","1035","Buy",0.1732852,"29","Buy","S8402267",3560,"134"
"133","1035","Buy",0.1978553,"9","Sell","S7458399",1801,"134"
"134","1035","Hold",0.08066384,"0","Buy","S46582110",8502,"134"
"135","1035","Sell",NA,"12","Buy","S38927421",7669,"134"
"136","1035","Sell",NA,"32","Buy","S1188272",9115,"134"
"137","1035","Buy",0.1684069,"43","Hold","S1188272",1069,"134"
"138","1035","Buy",NA,"28","Buy","S1188272",10925,"134"
"139","1035","Hold",0.04493208,"0","Sell","S15223161",9968,"134"
"140","1035","Hold",0.09649123,"53","Buy","S38927421",10913,"134"
"141","1035","Hold",NA,"21","Buy","S38927421",4577,"134"
"142","1035","Buy",0.4285714,"48","Buy","S23987404",7464,"134"
"143","1035","Sell",-0.1189427,"43","Buy","S38927421",7669,"134"
"144","1035","Hold",1.25253,"52","Hold","S39831415",152,"134"
"145","1035","Sell",-0.1935484,"0","Buy","S3489197",6642,"134"
"146","1035","Hold",0.1470985,"24","Hold","S38927421",5608,"134"
"147","1035","Hold",0.05302745,"0","Buy","S4678127",2695,"134"
"148","1035","Sell",-0.2807825,"4","Buy","S3489197",4682,"134"
"149","1035","Buy",0.1764706,"53","Buy","S38927421",4580,"134"
"150","1035","Sell",-0.1807229,"20","Hold","S4678127",3545,"134"
"151","1035","Buy",0.1269306,"12","Sell","S1188272",6472,"134"
"152","1035","Buy",NA,"35","Buy","S23987404",1204,"134"
"153","1035","Hold",1.575339,"32","Buy","S39831415",11179,"134"
"154","1035","Hold",0.1880377,"38","Hold","S38927421",4131,"134"
"155","1035","Buy",0.2298232,"48","Sell","S16029106",1763,"134"
"156","1035","Buy",0.03885015,"42","Hold","S16029106",1494,"134"
"157","1035","Sell",0.03626943,"59","Sell","S38927421",6150,"134"
"158","1035","Buy",0.2985206,"39","Hold","S7458399",11907,"134"
"159","1035","Hold",1.517184,"40","Buy","S39831415",5184,"134"
"160","1035","Hold",1.245576,"18","Buy","S39831415",8157,"134"
"161","1035","Sell",-0.03571429,"57","Sell","S38927421",571,"134"
"162","1035","Hold",0.09009298,"59","Hold","S38927421",5850,"134"
"163","1035","Sell",-0.04733552,"0","Buy","S3489197",8936,"134"
"164","1035","Sell",-0.1686461,"26","Hold","S38927421",8051,"134"
"165","1035","Buy",0.1516315,"12","Sell","S23987404",4527,"134"
"166","1035","Buy",0.618929,"47","Hold","S38927421",3359,"134"
"167","1035","Buy",0.6115702,"0","Buy","S38927421",3897,"134"
"168","1035","Hold",0.958968,"58","Buy","S39831415",7775,"134"
"169","1035","Buy",NA,"49","Hold","S7458399",9142,"134"
"170","1035","Sell",-0.1720875,"1","Hold","S38927421",7796,"134"
"171","1035","Buy",0.1648746,"45","Buy","S23987404",9874,"134"
"172","1035","Buy",0.3074337,"32","Hold","S23987404",6690,"134"
"173","1035","Buy",NA,"9","Buy","S23987404",4840,"134"
"174","1035","Hold",-0.01844294,"51","Buy","S7458399",9323,"134"
"175","1035","Buy",0.2685181,"18","Sell","S7458399",11056,"134"
"176","1035","Hold",NA,"17","Hold","S38927421",62,"134"
"177","1035","Hold",0.3301352,"28","Sell","S29981135",2946,"134"
"178","1035","Sell",NA,"0","Sell","S4678127",10775,"134"
"179","1035","Sell",-0.2396434,"25","Hold","S38927421",8940,"134"
"180","1035","Buy",NA,"6","Sell","S1188272",6462,"134"
"181","1035","Hold",0.09227872,"25","Hold","S38927421",62,"134"
"182","1035","Buy",0.4567721,"3","Buy","S1188272",5189,"134"
"183","1035","Sell",-0.2136659,"41","Hold","S38927421",8940,"134"
"184","1035","Buy",0.2152778,"41","Sell","S23987404",4527,"134"
"185","1035","Buy",0.3013013,"42","Buy","S23987404",8830,"134"
"186","1035","Buy",0.3358779,"6","Sell","S23987404",1572,"134"
"187","1035","Sell",NA,"43","Hold","S38927421",7796,"134"
"188","1035","Hold",1.150383,"57","Hold","S39831415",5445,"134"
"189","1035","Hold",0.9003562,"0","Buy","S39831415",3702,"134"
"190","1035","Sell",-0.1421569,"57","Hold","S38927421",5002,"134"
"191","1035","Hold",0.1081391,"0","Sell","S38927421",224,"134"
"192","1035","Hold",-0.01563405,"0","Sell","S16029106",648,"134"
"193","1035","Buy",0.1360326,"4","Sell","S23987404",4527,"134"
"194","1035","Sell",-0.1964533,"8","Buy","S38927421",7069,"134"
"195","1035","Buy",0.8477783,"50","Hold","S23987404",6690,"134"
"196","1035","Sell",-0.1942446,"44","Buy","S38927421",808,"134"
"197","1035","Buy",0.876785,"51","Buy","S23987404",9713,"134"
"198","1035","Buy",0.1575988,"44","Buy","S23987404",1095,"134"
"199","1035","Hold",0.1507937,"27","Hold","S38927421",4131,"134"
"200","1035","Sell",-0.1373999,"15","Buy","S38927421",808,"134"
"201","1035","Buy",4.598939,"46","Buy","S8402267",3607,"134"
"202","1035","Buy",0.1227868,"25","Buy","S23987404",1095,"134"
"203","1035","Sell",-0.2606285,"2","Hold","S38927421",8051,"134"
"204","1035","Sell",-0.2150266,"45","Buy","S38927421",8204,"134"
"205","1035","Buy",NA,"13","Buy","S23987404",7464,"134"
"206","1035","Buy",0.1567611,"41","Buy","S23987404",10292,"134"
"207","1035","Hold",0.04247104,"32","Buy","S38927421",2427,"134"
"208","1035","Buy",0.2744176,"33","Buy","S23987404",10292,"134"
"209","1035","Hold",1.17049,"47","Buy","S39831415",1190,"134"
"210","1035","Hold",0.9361084,"24","Buy","S39831415",8557,"134"
"211","1035","Hold",0.1039965,"34","Buy","S15223161",8127,"134"
"212","1035","Hold",0.1779554,"44","Buy","S4678127",755,"134"
"213","1035","Buy",0.163311,"32","Buy","S23987404",1095,"134"
"214","1035","Buy",0.7740069,"24","Buy","S23987404",3962,"134"
"215","1035","Buy",0.2716175,"2","Hold","S3489197",5697,"134"
"216","1035","Hold",1.177091,"46","Buy","S39831415",1190,"134"
"217","1035","Hold",0.19087,"37","Sell","S38927421",5582,"134"
"218","1035","Buy",0.2242744,"13","Buy","S23987404",8830,"134"
"219","1035","Buy",NA,"19","Buy","S7458399",1792,"134"
"220","1035","Buy",0.1488384,"0","Sell","S3489197",7393,"134"
"221","1035","Buy",0.2466607,"12","Sell","S23987404",11168,"134"
"222","1035","Buy",0.4734257,"15","Sell","S23987404",1656,"134"
"223","1035","Buy",0.159768,"6","Buy","S23987404",1831,"134"
"224","1035","Sell",NA,"23","Buy","S39831415",7775,"134"
"225","1035","Hold",0.1544586,"0","Hold","S29981135",7109,"134"
"226","1035","Hold",0.1680482,"30","Hold","S38927421",10447,"134"
"227","1035","Hold",0.04283054,"39","Buy","S46582110",11176,"134"
"228","1035","Hold",1.16874,"0","Buy","S39831415",3760,"134"
"229","1035","Buy",0.3342228,"55","Buy","S8402267",1119,"134"
"230","1035","Buy",0.1563877,"0","Buy","S4678127",7047,"134"
"231","1035","Hold",0.1183957,"38","Buy","S38927421",2427,"134"
"232","1035","Buy",0.1357491,"28","Buy","S38927421",7376,"134"
"233","1035","Hold",1.337716,"60","Buy","S39831415",5184,"134"
"234","1035","Buy",0.3257804,"57","Buy","S8402267",3966,"134"
"235","1035","Sell",-0.2281075,"15","Buy","S38927421",8271,"134"
"236","1035","Buy",0.4482759,"14","Sell","S23987404",5920,"134"
"237","1036","Hold",-0.04596704,"34","Hold","S1444636",3945,"134"
"238","1036","Buy",0.127311,"8","Buy","S104037",4443,"134"
"239","1036","Hold",0.05357831,"25","Hold","S104037",6624,"134"
"240","1036","Buy",0.1208967,"0","Buy","S1444636",3812,"134"
"241","1036","Sell",-0.1276102,"0","Buy","S2625222",3361,"134"
"242","1036","Hold",0.03008946,"0","Buy","S920053",3189,"134"
"243","1036","Buy",0.1103709,"26","Hold","S920053",2911,"134"
"244","1036","Hold",1.364001,"40","Buy","S1972767",6251,"134"
"245","1036","Hold",0.02796674,"0","Hold","S340236",7523,"134"
"246","1036","Buy",0.2063696,"20","Buy","S104037",4443,"134"
"247","1036","Hold",0.07618238,"30","Buy","S920053",3668,"134"
"248","1036","Buy",0.1865524,"0","Hold","S920053",9065,"134"
"249","1036","Hold",-0.02869757,"0","Sell","S1444636",1180,"134"
"250","1036","Buy",0.1653201,"2","Buy","S104037",5586,"134"
"251","1036","Buy",0.1074197,"52","Hold","S920053",5504,"134"
"252","1036","Hold",0.06416275,"25","Sell","S340236",8760,"134"
"253","1036","Buy",0.1768662,"34","Buy","S1444636",5193,"134"
"254","1036","Buy",0.1148272,"0","Hold","S920053",6947,"134"
"255","1040","Buy",NA,"2","Buy","S32973162",8218,"134"
"256","1040","Buy",NA,"34","Buy","S48162117",1505,"134"
"257","1040","Buy",NA,"41","Buy","S32973162",4104,"134"
"258","1040","Buy",0.2002527,"32","Buy","S32973162",4254,"134"
"259","1040","Hold",NA,"0","Buy","S11746101",3287,"134"
"260","1040","Buy",3.449759,"0","Buy","S1367196",2416,"134"
"261","1040","Buy",0.1033682,"0","Buy","S32973162",367,"134"
"262","1040","Buy",NA,"0","Buy","S48162117",2898,"134"
"263","1040","Buy",0.1566772,"26","Buy","S32973162",6784,"134"
"264","1040","Buy",3.640035,"0","Hold","S1367196",6715,"134"
"265","1040","Hold",0.1657729,"0","Buy","S4663565",1915,"134"
"266","1041","Hold",0.0182641,"0","Buy","S42169153",11848,"134"
"267","1041","Buy",0.4707696,"0","Sell","S43958155",6173,"134"
"268","1041","Hold",0.1956955,"23","Hold","S35777158",2976,"134"
"269","1041","Buy",-0.01941165,"13","Buy","S39374150",8892,"134"
"270","1041","Buy",0.09276912,"10","Sell","S30990203",10789,"134"
"271","1041","Hold",0.07106426,"44","Buy","S42169153",4716,"134"
"272","1041","Buy",0.08195212,"0","Sell","S30990203",10789,"134"
"273","1041","Buy",0.2243286,"0","Buy","S31320103",6352,"134"
"274","1041","Sell",-0.02602122,"0","Buy","S2071532",8594,"134"
"275","1041","Hold",1.230483,"32","Buy","S43175124",6227,"134"
"276","1041","Hold",0.08486439,"19","Hold","S48021166",11377,"134"
"277","1041","Hold",-0.2592593,"12","Buy","S30990203",2305,"134"
"278","1041","Buy",0.05681818,"31","Buy","S31320103",7070,"134"
"279","1041","Hold",NA,"0","Sell","S30990203",6427,"134"
"280","1041","Buy",0.08462775,"8","Hold","S42169153",11036,"134"
"281","1041","Sell",-0.0244709,"45","Buy","S15303143",3721,"134"
"282","1041","Buy",0.05478054,"34","Buy","S31320103",7070,"134"
"283","1041","Sell",-0.04422024,"0","Buy","S3077118",9524,"134"
"284","1041","Hold",0.4248031,"0","Buy","S43958155",8921,"134"
"285","1041","Buy",NA,"0","Buy","S30990203",9820,"134"
"286","1041","Buy",0.1466794,"32","Hold","S14191145",6669,"134"
"287","1041","Buy",0.103477,"20","Hold","S39374150",8146,"134"
"288","1041","Buy",0.09404097,"50","Sell","S30990203",2722,"134"
"289","1041","Buy",NA,"37","Buy","S43958155",2777,"134"
"290","1041","Hold",0.7546166,"37","Buy","S3077118",8886,"134"
"291","1041","Buy",0.2147078,"22","Buy","S30990203",6673,"134"
"292","1041","Hold",0.08412836,"0","Buy","S46781105",9615,"134"
"293","1041","Buy",0.0885192,"59","Buy","S39374150",8892,"134"
"294","1041","Sell",-0.02912621,"0","Hold","S3200499",4689,"134"
"295","1041","Buy",NA,"0","Buy","S43958155",5270,"134"
"296","1041","Hold",0.01195952,"0","Hold","S2071532",11441,"134"
"297","1041","Hold",0.0940499,"51","Hold","S4336995",11299,"134"
"298","1041","Buy",0.4802724,"52","Hold","S43958155",2218,"134"
"299","1041","Buy",0.4052007,"3","Sell","S3077118",6493,"134"
"300","1041","Sell",0.003584229,"25","Buy","S15303143",8174,"134"
"301","1041","Hold",0.3889495,"29","Buy","S43958155",5297,"134"
"302","1041","Hold",0.12324,"20","Sell","S14191145",11406,"134"
"303","1041","Hold",NA,"33","Buy","S30990203",3912,"134"
"304","1041","Hold",0.1604698,"48","Hold","S46781105",12012,"134"
"305","1041","Hold",0.2779942,"19","Buy","S2109893",5860,"134"
"306","1041","Buy",NA,"0","Buy","S43958155",8599,"134"
"307","1041","Sell",-0.06438313,"18","Buy","S15303143",347,"134"
"308","1041","Buy",0.2849831,"35","Hold","S31320103",3611,"134"
"309","1041","Sell",-0.0616622,"0","Buy","S448629",1743,"134"
"310","1041","Hold",0.03167684,"48","Sell","S14191145",345,"134"
"311","1041","Hold",0.1149033,"0","Buy","S31320103",5456,"134"
"312","1041","Sell",-0.01771619,"46","Buy","S15303143",4559,"134"
"313","1041","Buy",0.3378685,"0","Hold","S31320103",3611,"134"
"314","1041","Hold",0.2467956,"44","Hold","S31320103",3611,"134"
"315","1041","Buy",0.2777151,"35","Buy","S30990203",5403,"134"
"316","1041","Buy",NA,"4","Sell","S43958155",1299,"134"
"317","1041","Hold",0.09258194,"0","Buy","S4336995",11343,"134"
"318","1041","Buy",NA,"41","Buy","S43958155",5270,"134"
"319","1041","Hold",NA,"0","Buy","S35777158",4441,"134"
"320","1041","Buy",0.124671,"0","Sell","S30990203",3965,"134"
"321","1041","Hold",0.08609968,"0","Buy","S48021166",7303,"134"
"322","1041","Buy",0.2408527,"1","Sell","S31320103",2343,"134"
"323","1041","Buy",NA,"0","Buy","S48021166",11075,"134"
"324","1041","Buy",0.2278801,"13","Buy","S30990203",7852,"134"
"325","1041","Sell",-0.07264297,"43","Hold","S2071532",3087,"134"
"326","1041","Hold",0.1281239,"0","Buy","S3077118",7299,"134"
"327","1041","Buy",0.6058015,"38","Hold","S3077118",5903,"134"
"328","1041","Hold",0.4553928,"30","Sell","S3077118",10430,"134"
"329","1041","Buy",0.6285846,"27","Buy","S43958155",3198,"134"
"330","1041","Buy",0.2542373,"55","Sell","S30990203",11963,"134"
"331","1041","Hold",NA,"0","Buy","S30990203",10125,"134"
"332","1041","Sell",0.04304636,"32","Sell","S3200499",11991,"134"
"333","1041","Buy",0.06410256,"13","Hold","S42169153",2411,"134"
"334","1041","Buy",NA,"28","Buy","S48021166",5991,"134"
"335","1041","Buy",-0.01507538,"37","Buy","S39374150",4255,"134"
"336","1041","Hold",0.1081323,"53","Sell","S48021166",9533,"134"
"337","1041","Hold",NA,"10","Buy","S30990203",3286,"134"
"338","1041","Sell",-0.02544667,"0","Buy","S2071532",5947,"134"
"339","1041","Hold",NA,"44","Sell","S30990203",11793,"134"
"340","1041","Buy",0.1307768,"0","Sell","S14191145",9934,"134"
"341","1041","Hold",0.06419896,"0","Sell","S2109893",9118,"134"
"342","1041","Sell",-0.1338583,"30","Hold","S3200499",9641,"134"
"343","1041","Hold",1.236184,"2","Buy","S43175124",3381,"134"
"344","1041","Buy",0.03638876,"30","Sell","S30990203",2722,"134"
"345","1041","Buy",0.5006978,"51","Sell","S3077118",620,"134"
"346","1041","Buy",0.3526502,"23","Sell","S3077118",8865,"134"
"347","1041","Hold",-0.3174061,"38","Buy","S30990203",2893,"134"
"348","1041","Sell",0.01875809,"0","Hold","S3200499",5742,"134"
"349","1041","Buy",0.1448561,"1","Sell","S14191145",6633,"134"
"350","1041","Buy",NA,"0","Buy","S3200499",6622,"134"
"351","1043","Hold",1.411791,"60","Buy","S21249258",11691,"134"
"352","1043","Buy",0.2752391,"54","Buy","S37045169",363,"134"
"353","1043","Hold",0.9565494,"28","Buy","S29593164",2217,"134"
"354","1043","Buy",0.1902076,"16","Buy","S24027218",10464,"134"
"355","1043","Buy",0.255108,"27","Hold","S37045169",2284,"134"
"356","1043","Hold",-0.05450501,"28","Buy","S21249258",9748,"134"
"357","1043","Hold",0.04091765,"46","Sell","S24027218",479,"134"
"358","1043","Hold",0.002935421,"29","Hold","S21249258",9432,"134"
"359","1043","Buy",0.2481056,"12","Buy","S39189147",9104,"134"
"360","1043","Hold",-0.03774981,"22","Buy","S21249258",9748,"134"
"361","1043","Hold",0.311692,"53","Buy","S13577141",4199,"134"
"362","1043","Buy",0.1384535,"0","Buy","S39189147",9104,"134"
"363","1043","Buy",0.1162791,"8","Hold","S37045169",2284,"134"
"364","1043","Hold",0.06334498,"0","Buy","S13577141",8168,"134"
"365","1043","Hold",0.01448592,"13","Sell","S24027218",2569,"134"
"366","1043","Sell",0.6748415,"55","Sell","S29593164",4796,"134"
"367","1043","Buy",NA,"48","Hold","S39189147",4784,"134"
"368","1043","Buy",0.2070006,"23","Buy","S39189147",9104,"134"
"369","1043","Hold",0.06060606,"24","Hold","S13577141",11642,"134"
"370","1043","Buy",0.2039904,"51","Hold","S39189147",2502,"134"
"371","1043","Buy",0.1653967,"37","Hold","S39189147",2502,"134"
"372","1043","Buy",0.1655012,"0","Sell","S37045169",8533,"134"
"373","1043","Sell",-0.1491267,"43","Buy","S32606160",11518,"134"
"374","1043","Hold",0.07096622,"47","Buy","S39189147",5490,"134"
"375","1043","Buy",0.2468828,"0","Hold","S39189147",1102,"134"
"376","1043","Hold",0.1259542,"47","Buy","S21249258",3876,"134"
"377","1043","Hold",0.09219858,"0","Buy","S21249258",10503,"134"
"378","1043","Hold",1.164907,"18","Buy","S21249258",1528,"134"
"379","1043","Sell",-0.1449145,"0","Buy","S32606160",23,"134"
"380","1043","Sell",-0.09652877,"0","Buy","S32606160",7555,"134"
"381","1043","Hold",0.005357497,"13","Sell","S24027218",9317,"134"
"382","1043","Hold",0.06060606,"37","Buy","S21249258",9748,"134"
"383","1043","Buy",NA,"13","Hold","S39189147",5916,"134"
"384","1043","Hold",0.6334283,"29","Sell","S32606160",223,"134"
"385","1043","Buy",0.1163646,"0","Sell","S32606160",1132,"134"
"386","1043","Buy",0.2323443,"19","Hold","S39189147",1102,"134"
"387","1043","Hold",0.01610905,"11","Hold","S21249258",1784,"134"
"388","1043","Hold",0.05303465,"28","Sell","S32606160",8192,"134"
"389","1043","Buy",0.1269873,"0","Buy","S37045169",8164,"134"
"390","1043","Sell",0.6878655,"0","Sell","S29593164",3574,"134"
"391","1043","Buy",0.2300338,"47","Sell","S24027218",2569,"134"
"392","1043","Buy",0.1710068,"21","Buy","S37045169",11536,"134"
"393","1043","Buy",0.2888813,"0","Buy","S37045169",7670,"134"
"394","1043","Hold",0.3693488,"34","Sell","S37045169",10112,"134"
"395","1043","Buy",0.1433238,"37","Buy","S37045169",4129,"134"
"396","1043","Hold",0.03924981,"40","Hold","S24027218",6589,"134"
"397","1043","Buy",0.12152,"32","Buy","S32606160",5446,"134"
"398","1043","Buy",0.226349,"0","Hold","S39189147",8664,"134"
"399","1043","Buy",0.3030731,"42","Sell","S13577141",276,"134"
"400","1043","Hold",-0.07741098,"0","Buy","S32606160",4862,"134"
"401","1043","Buy",0.2050647,"34","Hold","S37045169",5601,"134"
"402","1043","Buy",0.132473,"0","Buy","S37045169",7492,"134"
"403","1043","Hold",0.2202616,"24","Buy","S13577141",2057,"134"
